,address,long,lat,data_url,price_$CAN,beds,baths,sqft,type
1753,"88 Queen Condos, Toronto, Ontario",-79.374653,43.65368,/CA/Condo-For-Sale/ON/Toronto/Garden-District/88-Queen-Condos/85826116.html,"$600,000 CAD",--,--,--,Condo
1754,"130 Resurrection Road, Toronto, Ontario",-79.531388,43.644483,/CA/Home-For-Sale/ON/Toronto/Islington-Village/130-Resurrection-Road/84039230.html,"$789,000 CAD",3 Beds,2 Baths,--,Townhouse
1755,"250 Manitoba St, Toronto, Ontario",-79.489962,43.624447,/CA/Condo-For-Sale/ON/Toronto/Mimico/250-Manitoba-St/85243803.html,"$729,000 CAD",2 Beds,2 Baths,--,Condo
1756,"2855 Bloor Street W  209, Toronto, Ontario",-79.500319,43.649532,/CA/Condo-For-Sale/ON/Toronto/Sunnylea/2855-Bloor-Street-W-/80433860.html,"$1,269,000 CAD",2 Beds,2 Baths,--,Condo
1757,"10 Park Lawn Rd, Toronto, Ontario",-79.483934,43.623221,/CA/Condo-For-Sale/ON/Toronto/Mimico/10-Park-Lawn-Rd/84388597.html,"$635,000 CAD",2 Beds,2 Baths,799 Sqft,Condo
1758,"20 Tubman Ave, Toronto, Ontario",-79.359362,43.660605,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/20-Tubman-Ave/83504324.html,"$595,000 CAD",1 Bed,1 Bath,730 Sqft,Condo
1759,"62 Lynd Avenue, Toronto, Ontario",-79.449065,43.651321,/CA/Home-For-Sale/ON/Toronto/Roncesvalles/62-Lynd-Avenue/86999225.html,"$1,198,000 CAD",3 Beds,2 Baths,--,Single family
1760,"1151 Markham Rd., Toronto, Ontario",-79.231107,43.776168,/CA/Condo-For-Sale/ON/Toronto/Curran-Hall/1151-Markham-Rd/85799236.html,"$542,990 CAD",1 Bed,1 Bath,678 Sqft,Condo
1761,"51 East Liberty St, Toronto, Ontario",-79.412811,43.638563,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/51-East-Liberty-St/85319469.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
1762,"65 East Liberty St, Toronto, Ontario",-79.414143,43.638158,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/65-East-Liberty-St/85245741.html,"$574,900 CAD",1 Bed,1 Bath,--,Condo
1763,"30 Ordnance St, Toronto, Ontario",-79.409769,43.639732,/CA/Condo-For-Sale/ON/Toronto/Fort-York/30-Ordnance-St/84388604.html,"$699,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1764,"Liberty Market Tower, Toronto, Ontario",-79.417796,43.638325,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/Liberty-Market-Tower/85649986.html,"$600,000 CAD",--,--,--,Condo
1765,"Lake & Town Urban Townhomes, Etobicoke, Ontario",-79.5656,43.6436,/CA/Home-For-Sale/ON/Toronto/Bloordale-West-Mall/Lake-Town-Urban-Townhomes/86557282.html,"$625,000 CAD",2 Beds,2 Baths,900 Sqft,Townhouse
1766,"No 55 Mercer Condos, Toronto, Ontario",-79.391724,43.645299,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/No-55-Mercer-Condos/85825900.html,"$600,000 CAD",--,--,--,Residential
1767,"280 Keele Street , Toronto, Ontario",-79.464562,43.665248,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/280-Keele-Street-/85914340.html,"$1,498,000 CAD",6 Beds,3 Baths,--,Single family
1768,"102 Resurrection Road, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Islington-Village/102-Resurrection-Road/86999199.html,"$799,000 CAD",2 Beds,1 Bath,--,Townhouse
1769,"85 Queens Wharf Rd, Toronto, Ontario",-79.398839,43.638833,/CA/Condo-For-Sale/ON/Toronto/Cityplace/85-Queens-Wharf-Rd/85246442.html,"$485,000 CAD",--,1 Bath,--,Condo
1770,"17 Zorra St Toronto Ontario M8Z4Z6, Toronto, Ontario",-79.521545,43.621156,/CA/Home-For-Sale/ON/Toronto/The-Queensway/17-Zorra-St-Toronto-Ontario-M8Z4Z6/80549771.html,"$499,990 CAD",2 Beds,2 Baths,--,Apartment
1771,"No address available, Toronto, Ontario",-79.383403,43.775282,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/No-address-available/85781258.html,"$3,858,000 CAD",4 Beds,6 Baths,--,Residential
1772,"14 Tucker St Thorold (Niagara) Ontario, Toronto, Ontario",-79.305865,43.716326,/CA/Home-For-Sale/ON/Toronto/Parkview-Hills/14-Tucker-St-Thorold-Niagara-Ontario/87198740.html,"$650,000 CAD",--,--,--,Residential
1773,"33 Shore Breeze Dr, Toronto, Ontario",-79.478979,43.623426,/CA/Condo-For-Sale/ON/Toronto/Humber-Bay/33-Shore-Breeze-Dr/83854942.html,"$649,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1774,"Central Etobicoke, Toronto, Ontario",-79.5602,43.6609,/CA/Home-For-Sale/ON/Toronto/West-Deane-Park/Central-Etobicoke/85243822.html,"$1,150,000 CAD",3 Beds,2 Baths,--,Residential
1775,"Sky Tower One Yonge Condos - 11 Yonge Street, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Sky-Tower-One-Yonge-Condos-11-Yonge-Street/86526155.html,"$769,900 CAD",1 Bed,1 Bath,550 Sqft,Apartment
1776,"175 Norseman St, Toronto, Ontario",-79.521797,43.633355,/CA/Home-For-Sale/ON/Toronto/The-Queensway/175-Norseman-St/85243796.html,"$1,029,900 CAD",3 Beds,3 Baths,--,Residential
1777,"88 Queen Condos, Toronto, Ontario",-79.374653,43.65368,/CA/Condo-For-Sale/ON/Toronto/Garden-District/88-Queen-Condos/85826116.html,"$600,000 CAD",--,--,--,Condo
1778,"130 Resurrection Road, Toronto, Ontario",-79.531388,43.644483,/CA/Home-For-Sale/ON/Toronto/Islington-Village/130-Resurrection-Road/84039230.html,"$789,000 CAD",3 Beds,2 Baths,--,Townhouse
1779,"250 Manitoba St, Toronto, Ontario",-79.489962,43.624447,/CA/Condo-For-Sale/ON/Toronto/Mimico/250-Manitoba-St/85243803.html,"$729,000 CAD",2 Beds,2 Baths,--,Condo
1780,"2855 Bloor Street W  209, Toronto, Ontario",-79.500319,43.649532,/CA/Condo-For-Sale/ON/Toronto/Sunnylea/2855-Bloor-Street-W-/80433860.html,"$1,269,000 CAD",2 Beds,2 Baths,--,Condo
1781,"10 Park Lawn Rd, Toronto, Ontario",-79.483934,43.623221,/CA/Condo-For-Sale/ON/Toronto/Mimico/10-Park-Lawn-Rd/84388597.html,"$635,000 CAD",2 Beds,2 Baths,799 Sqft,Condo
1782,"20 Tubman Ave, Toronto, Ontario",-79.359362,43.660605,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/20-Tubman-Ave/83504324.html,"$595,000 CAD",1 Bed,1 Bath,730 Sqft,Condo
1783,"62 Lynd Avenue, Toronto, Ontario",-79.449065,43.651321,/CA/Home-For-Sale/ON/Toronto/Roncesvalles/62-Lynd-Avenue/86999225.html,"$1,198,000 CAD",3 Beds,2 Baths,--,Single family
1784,"1151 Markham Rd., Toronto, Ontario",-79.231107,43.776168,/CA/Condo-For-Sale/ON/Toronto/Curran-Hall/1151-Markham-Rd/85799236.html,"$542,990 CAD",1 Bed,1 Bath,678 Sqft,Condo
1785,"51 East Liberty St, Toronto, Ontario",-79.412811,43.638563,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/51-East-Liberty-St/85319469.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
1786,"65 East Liberty St, Toronto, Ontario",-79.414143,43.638158,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/65-East-Liberty-St/85245741.html,"$574,900 CAD",1 Bed,1 Bath,--,Condo
1787,"30 Ordnance St, Toronto, Ontario",-79.409769,43.639732,/CA/Condo-For-Sale/ON/Toronto/Fort-York/30-Ordnance-St/84388604.html,"$699,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1788,"Liberty Market Tower, Toronto, Ontario",-79.417796,43.638325,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/Liberty-Market-Tower/85649986.html,"$600,000 CAD",--,--,--,Condo
1789,"Lake & Town Urban Townhomes, Etobicoke, Ontario",-79.5656,43.6436,/CA/Home-For-Sale/ON/Toronto/Bloordale-West-Mall/Lake-Town-Urban-Townhomes/86557282.html,"$625,000 CAD",2 Beds,2 Baths,900 Sqft,Townhouse
1790,"No 55 Mercer Condos, Toronto, Ontario",-79.391724,43.645299,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/No-55-Mercer-Condos/85825900.html,"$600,000 CAD",--,--,--,Residential
1791,"280 Keele Street , Toronto, Ontario",-79.464562,43.665248,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/280-Keele-Street-/85914340.html,"$1,498,000 CAD",6 Beds,3 Baths,--,Single family
1792,"102 Resurrection Road, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Islington-Village/102-Resurrection-Road/86999199.html,"$799,000 CAD",2 Beds,1 Bath,--,Townhouse
1793,"85 Queens Wharf Rd, Toronto, Ontario",-79.398839,43.638833,/CA/Condo-For-Sale/ON/Toronto/Cityplace/85-Queens-Wharf-Rd/85246442.html,"$485,000 CAD",--,1 Bath,--,Condo
1794,"17 Zorra St Toronto Ontario M8Z4Z6, Toronto, Ontario",-79.521545,43.621156,/CA/Home-For-Sale/ON/Toronto/The-Queensway/17-Zorra-St-Toronto-Ontario-M8Z4Z6/80549771.html,"$499,990 CAD",2 Beds,2 Baths,--,Apartment
1795,"No address available, Toronto, Ontario",-79.383403,43.775282,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/No-address-available/85781258.html,"$3,858,000 CAD",4 Beds,6 Baths,--,Residential
1796,"14 Tucker St Thorold (Niagara) Ontario, Toronto, Ontario",-79.305865,43.716326,/CA/Home-For-Sale/ON/Toronto/Parkview-Hills/14-Tucker-St-Thorold-Niagara-Ontario/87198740.html,"$650,000 CAD",--,--,--,Residential
1797,"33 Shore Breeze Dr, Toronto, Ontario",-79.478979,43.623426,/CA/Condo-For-Sale/ON/Toronto/Humber-Bay/33-Shore-Breeze-Dr/83854942.html,"$649,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1798,"Central Etobicoke, Toronto, Ontario",-79.5602,43.6609,/CA/Home-For-Sale/ON/Toronto/West-Deane-Park/Central-Etobicoke/85243822.html,"$1,150,000 CAD",3 Beds,2 Baths,--,Residential
1799,"Sky Tower One Yonge Condos - 11 Yonge Street, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Sky-Tower-One-Yonge-Condos-11-Yonge-Street/86526155.html,"$769,900 CAD",1 Bed,1 Bath,550 Sqft,Apartment
1800,"175 Norseman St, Toronto, Ontario",-79.521797,43.633355,/CA/Home-For-Sale/ON/Toronto/The-Queensway/175-Norseman-St/85243796.html,"$1,029,900 CAD",3 Beds,3 Baths,--,Residential
1801,"88 Queen Condos, Toronto, Ontario",-79.374653,43.65368,/CA/Condo-For-Sale/ON/Toronto/Garden-District/88-Queen-Condos/85826116.html,"$600,000 CAD",--,--,--,Condo
1802,"130 Resurrection Road, Toronto, Ontario",-79.531388,43.644483,/CA/Home-For-Sale/ON/Toronto/Islington-Village/130-Resurrection-Road/84039230.html,"$789,000 CAD",3 Beds,2 Baths,--,Townhouse
1803,"250 Manitoba St, Toronto, Ontario",-79.489962,43.624447,/CA/Condo-For-Sale/ON/Toronto/Mimico/250-Manitoba-St/85243803.html,"$729,000 CAD",2 Beds,2 Baths,--,Condo
1804,"2855 Bloor Street W  209, Toronto, Ontario",-79.500319,43.649532,/CA/Condo-For-Sale/ON/Toronto/Sunnylea/2855-Bloor-Street-W-/80433860.html,"$1,269,000 CAD",2 Beds,2 Baths,--,Condo
1805,"10 Park Lawn Rd, Toronto, Ontario",-79.483934,43.623221,/CA/Condo-For-Sale/ON/Toronto/Mimico/10-Park-Lawn-Rd/84388597.html,"$635,000 CAD",2 Beds,2 Baths,799 Sqft,Condo
1806,"20 Tubman Ave, Toronto, Ontario",-79.359362,43.660605,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/20-Tubman-Ave/83504324.html,"$595,000 CAD",1 Bed,1 Bath,730 Sqft,Condo
1807,"62 Lynd Avenue, Toronto, Ontario",-79.449065,43.651321,/CA/Home-For-Sale/ON/Toronto/Roncesvalles/62-Lynd-Avenue/86999225.html,"$1,198,000 CAD",3 Beds,2 Baths,--,Single family
1808,"1151 Markham Rd., Toronto, Ontario",-79.231107,43.776168,/CA/Condo-For-Sale/ON/Toronto/Curran-Hall/1151-Markham-Rd/85799236.html,"$542,990 CAD",1 Bed,1 Bath,678 Sqft,Condo
1809,"51 East Liberty St, Toronto, Ontario",-79.412811,43.638563,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/51-East-Liberty-St/85319469.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
1810,"65 East Liberty St, Toronto, Ontario",-79.414143,43.638158,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/65-East-Liberty-St/85245741.html,"$574,900 CAD",1 Bed,1 Bath,--,Condo
1811,"30 Ordnance St, Toronto, Ontario",-79.409769,43.639732,/CA/Condo-For-Sale/ON/Toronto/Fort-York/30-Ordnance-St/84388604.html,"$699,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1812,"Liberty Market Tower, Toronto, Ontario",-79.417796,43.638325,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/Liberty-Market-Tower/85649986.html,"$600,000 CAD",--,--,--,Condo
1813,"Lake & Town Urban Townhomes, Etobicoke, Ontario",-79.5656,43.6436,/CA/Home-For-Sale/ON/Toronto/Bloordale-West-Mall/Lake-Town-Urban-Townhomes/86557282.html,"$625,000 CAD",2 Beds,2 Baths,900 Sqft,Townhouse
1814,"No 55 Mercer Condos, Toronto, Ontario",-79.391724,43.645299,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/No-55-Mercer-Condos/85825900.html,"$600,000 CAD",--,--,--,Residential
1815,"280 Keele Street , Toronto, Ontario",-79.464562,43.665248,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/280-Keele-Street-/85914340.html,"$1,498,000 CAD",6 Beds,3 Baths,--,Single family
1816,"102 Resurrection Road, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Islington-Village/102-Resurrection-Road/86999199.html,"$799,000 CAD",2 Beds,1 Bath,--,Townhouse
1817,"85 Queens Wharf Rd, Toronto, Ontario",-79.398839,43.638833,/CA/Condo-For-Sale/ON/Toronto/Cityplace/85-Queens-Wharf-Rd/85246442.html,"$485,000 CAD",--,1 Bath,--,Condo
1818,"17 Zorra St Toronto Ontario M8Z4Z6, Toronto, Ontario",-79.521545,43.621156,/CA/Home-For-Sale/ON/Toronto/The-Queensway/17-Zorra-St-Toronto-Ontario-M8Z4Z6/80549771.html,"$499,990 CAD",2 Beds,2 Baths,--,Apartment
1819,"No address available, Toronto, Ontario",-79.383403,43.775282,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/No-address-available/85781258.html,"$3,858,000 CAD",4 Beds,6 Baths,--,Residential
1820,"14 Tucker St Thorold (Niagara) Ontario, Toronto, Ontario",-79.305865,43.716326,/CA/Home-For-Sale/ON/Toronto/Parkview-Hills/14-Tucker-St-Thorold-Niagara-Ontario/87198740.html,"$650,000 CAD",--,--,--,Residential
1821,"33 Shore Breeze Dr, Toronto, Ontario",-79.478979,43.623426,/CA/Condo-For-Sale/ON/Toronto/Humber-Bay/33-Shore-Breeze-Dr/83854942.html,"$649,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1822,"Central Etobicoke, Toronto, Ontario",-79.5602,43.6609,/CA/Home-For-Sale/ON/Toronto/West-Deane-Park/Central-Etobicoke/85243822.html,"$1,150,000 CAD",3 Beds,2 Baths,--,Residential
1823,"Sky Tower One Yonge Condos - 11 Yonge Street, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Sky-Tower-One-Yonge-Condos-11-Yonge-Street/86526155.html,"$769,900 CAD",1 Bed,1 Bath,550 Sqft,Apartment
1824,"175 Norseman St, Toronto, Ontario",-79.521797,43.633355,/CA/Home-For-Sale/ON/Toronto/The-Queensway/175-Norseman-St/85243796.html,"$1,029,900 CAD",3 Beds,3 Baths,--,Residential
1825,"88 Queen Condos, Toronto, Ontario",-79.374653,43.65368,/CA/Condo-For-Sale/ON/Toronto/Garden-District/88-Queen-Condos/85826116.html,"$600,000 CAD",--,--,--,Condo
1826,"130 Resurrection Road, Toronto, Ontario",-79.531388,43.644483,/CA/Home-For-Sale/ON/Toronto/Islington-Village/130-Resurrection-Road/84039230.html,"$789,000 CAD",3 Beds,2 Baths,--,Townhouse
1827,"250 Manitoba St, Toronto, Ontario",-79.489962,43.624447,/CA/Condo-For-Sale/ON/Toronto/Mimico/250-Manitoba-St/85243803.html,"$729,000 CAD",2 Beds,2 Baths,--,Condo
1828,"2855 Bloor Street W  209, Toronto, Ontario",-79.500319,43.649532,/CA/Condo-For-Sale/ON/Toronto/Sunnylea/2855-Bloor-Street-W-/80433860.html,"$1,269,000 CAD",2 Beds,2 Baths,--,Condo
1829,"10 Park Lawn Rd, Toronto, Ontario",-79.483934,43.623221,/CA/Condo-For-Sale/ON/Toronto/Mimico/10-Park-Lawn-Rd/84388597.html,"$635,000 CAD",2 Beds,2 Baths,799 Sqft,Condo
1830,"20 Tubman Ave, Toronto, Ontario",-79.359362,43.660605,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/20-Tubman-Ave/83504324.html,"$595,000 CAD",1 Bed,1 Bath,730 Sqft,Condo
1831,"62 Lynd Avenue, Toronto, Ontario",-79.449065,43.651321,/CA/Home-For-Sale/ON/Toronto/Roncesvalles/62-Lynd-Avenue/86999225.html,"$1,198,000 CAD",3 Beds,2 Baths,--,Single family
1832,"1151 Markham Rd., Toronto, Ontario",-79.231107,43.776168,/CA/Condo-For-Sale/ON/Toronto/Curran-Hall/1151-Markham-Rd/85799236.html,"$542,990 CAD",1 Bed,1 Bath,678 Sqft,Condo
1833,"51 East Liberty St, Toronto, Ontario",-79.412811,43.638563,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/51-East-Liberty-St/85319469.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
1834,"65 East Liberty St, Toronto, Ontario",-79.414143,43.638158,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/65-East-Liberty-St/85245741.html,"$574,900 CAD",1 Bed,1 Bath,--,Condo
1835,"30 Ordnance St, Toronto, Ontario",-79.409769,43.639732,/CA/Condo-For-Sale/ON/Toronto/Fort-York/30-Ordnance-St/84388604.html,"$699,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1836,"Liberty Market Tower, Toronto, Ontario",-79.417796,43.638325,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/Liberty-Market-Tower/85649986.html,"$600,000 CAD",--,--,--,Condo
1837,"Lake & Town Urban Townhomes, Etobicoke, Ontario",-79.5656,43.6436,/CA/Home-For-Sale/ON/Toronto/Bloordale-West-Mall/Lake-Town-Urban-Townhomes/86557282.html,"$625,000 CAD",2 Beds,2 Baths,900 Sqft,Townhouse
1838,"No 55 Mercer Condos, Toronto, Ontario",-79.391724,43.645299,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/No-55-Mercer-Condos/85825900.html,"$600,000 CAD",--,--,--,Residential
1839,"280 Keele Street , Toronto, Ontario",-79.464562,43.665248,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/280-Keele-Street-/85914340.html,"$1,498,000 CAD",6 Beds,3 Baths,--,Single family
1840,"102 Resurrection Road, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Islington-Village/102-Resurrection-Road/86999199.html,"$799,000 CAD",2 Beds,1 Bath,--,Townhouse
1841,"85 Queens Wharf Rd, Toronto, Ontario",-79.398839,43.638833,/CA/Condo-For-Sale/ON/Toronto/Cityplace/85-Queens-Wharf-Rd/85246442.html,"$485,000 CAD",--,1 Bath,--,Condo
1842,"17 Zorra St Toronto Ontario M8Z4Z6, Toronto, Ontario",-79.521545,43.621156,/CA/Home-For-Sale/ON/Toronto/The-Queensway/17-Zorra-St-Toronto-Ontario-M8Z4Z6/80549771.html,"$499,990 CAD",2 Beds,2 Baths,--,Apartment
1843,"No address available, Toronto, Ontario",-79.383403,43.775282,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/No-address-available/85781258.html,"$3,858,000 CAD",4 Beds,6 Baths,--,Residential
1844,"14 Tucker St Thorold (Niagara) Ontario, Toronto, Ontario",-79.305865,43.716326,/CA/Home-For-Sale/ON/Toronto/Parkview-Hills/14-Tucker-St-Thorold-Niagara-Ontario/87198740.html,"$650,000 CAD",--,--,--,Residential
1845,"33 Shore Breeze Dr, Toronto, Ontario",-79.478979,43.623426,/CA/Condo-For-Sale/ON/Toronto/Humber-Bay/33-Shore-Breeze-Dr/83854942.html,"$649,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1846,"Central Etobicoke, Toronto, Ontario",-79.5602,43.6609,/CA/Home-For-Sale/ON/Toronto/West-Deane-Park/Central-Etobicoke/85243822.html,"$1,150,000 CAD",3 Beds,2 Baths,--,Residential
1847,"Sky Tower One Yonge Condos - 11 Yonge Street, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Sky-Tower-One-Yonge-Condos-11-Yonge-Street/86526155.html,"$769,900 CAD",1 Bed,1 Bath,550 Sqft,Apartment
1848,"175 Norseman St, Toronto, Ontario",-79.521797,43.633355,/CA/Home-For-Sale/ON/Toronto/The-Queensway/175-Norseman-St/85243796.html,"$1,029,900 CAD",3 Beds,3 Baths,--,Residential
1849,"88 Queen Condos, Toronto, Ontario",-79.374653,43.65368,/CA/Condo-For-Sale/ON/Toronto/Garden-District/88-Queen-Condos/85826116.html,"$600,000 CAD",--,--,--,Condo
1850,"130 Resurrection Road, Toronto, Ontario",-79.531388,43.644483,/CA/Home-For-Sale/ON/Toronto/Islington-Village/130-Resurrection-Road/84039230.html,"$789,000 CAD",3 Beds,2 Baths,--,Townhouse
1851,"250 Manitoba St, Toronto, Ontario",-79.489962,43.624447,/CA/Condo-For-Sale/ON/Toronto/Mimico/250-Manitoba-St/85243803.html,"$729,000 CAD",2 Beds,2 Baths,--,Condo
1852,"2855 Bloor Street W  209, Toronto, Ontario",-79.500319,43.649532,/CA/Condo-For-Sale/ON/Toronto/Sunnylea/2855-Bloor-Street-W-/80433860.html,"$1,269,000 CAD",2 Beds,2 Baths,--,Condo
1853,"10 Park Lawn Rd, Toronto, Ontario",-79.483934,43.623221,/CA/Condo-For-Sale/ON/Toronto/Mimico/10-Park-Lawn-Rd/84388597.html,"$635,000 CAD",2 Beds,2 Baths,799 Sqft,Condo
1854,"20 Tubman Ave, Toronto, Ontario",-79.359362,43.660605,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/20-Tubman-Ave/83504324.html,"$595,000 CAD",1 Bed,1 Bath,730 Sqft,Condo
1855,"62 Lynd Avenue, Toronto, Ontario",-79.449065,43.651321,/CA/Home-For-Sale/ON/Toronto/Roncesvalles/62-Lynd-Avenue/86999225.html,"$1,198,000 CAD",3 Beds,2 Baths,--,Single family
1856,"1151 Markham Rd., Toronto, Ontario",-79.231107,43.776168,/CA/Condo-For-Sale/ON/Toronto/Curran-Hall/1151-Markham-Rd/85799236.html,"$542,990 CAD",1 Bed,1 Bath,678 Sqft,Condo
1857,"51 East Liberty St, Toronto, Ontario",-79.412811,43.638563,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/51-East-Liberty-St/85319469.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
1858,"65 East Liberty St, Toronto, Ontario",-79.414143,43.638158,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/65-East-Liberty-St/85245741.html,"$574,900 CAD",1 Bed,1 Bath,--,Condo
1859,"30 Ordnance St, Toronto, Ontario",-79.409769,43.639732,/CA/Condo-For-Sale/ON/Toronto/Fort-York/30-Ordnance-St/84388604.html,"$699,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1860,"Liberty Market Tower, Toronto, Ontario",-79.417796,43.638325,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/Liberty-Market-Tower/85649986.html,"$600,000 CAD",--,--,--,Condo
1861,"Lake & Town Urban Townhomes, Etobicoke, Ontario",-79.5656,43.6436,/CA/Home-For-Sale/ON/Toronto/Bloordale-West-Mall/Lake-Town-Urban-Townhomes/86557282.html,"$625,000 CAD",2 Beds,2 Baths,900 Sqft,Townhouse
1862,"No 55 Mercer Condos, Toronto, Ontario",-79.391724,43.645299,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/No-55-Mercer-Condos/85825900.html,"$600,000 CAD",--,--,--,Residential
1863,"280 Keele Street , Toronto, Ontario",-79.464562,43.665248,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/280-Keele-Street-/85914340.html,"$1,498,000 CAD",6 Beds,3 Baths,--,Single family
1864,"102 Resurrection Road, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Islington-Village/102-Resurrection-Road/86999199.html,"$799,000 CAD",2 Beds,1 Bath,--,Townhouse
1865,"85 Queens Wharf Rd, Toronto, Ontario",-79.398839,43.638833,/CA/Condo-For-Sale/ON/Toronto/Cityplace/85-Queens-Wharf-Rd/85246442.html,"$485,000 CAD",--,1 Bath,--,Condo
1866,"17 Zorra St Toronto Ontario M8Z4Z6, Toronto, Ontario",-79.521545,43.621156,/CA/Home-For-Sale/ON/Toronto/The-Queensway/17-Zorra-St-Toronto-Ontario-M8Z4Z6/80549771.html,"$499,990 CAD",2 Beds,2 Baths,--,Apartment
1867,"No address available, Toronto, Ontario",-79.383403,43.775282,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/No-address-available/85781258.html,"$3,858,000 CAD",4 Beds,6 Baths,--,Residential
1868,"14 Tucker St Thorold (Niagara) Ontario, Toronto, Ontario",-79.305865,43.716326,/CA/Home-For-Sale/ON/Toronto/Parkview-Hills/14-Tucker-St-Thorold-Niagara-Ontario/87198740.html,"$650,000 CAD",--,--,--,Residential
1869,"33 Shore Breeze Dr, Toronto, Ontario",-79.478979,43.623426,/CA/Condo-For-Sale/ON/Toronto/Humber-Bay/33-Shore-Breeze-Dr/83854942.html,"$649,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1870,"Central Etobicoke, Toronto, Ontario",-79.5602,43.6609,/CA/Home-For-Sale/ON/Toronto/West-Deane-Park/Central-Etobicoke/85243822.html,"$1,150,000 CAD",3 Beds,2 Baths,--,Residential
1871,"Sky Tower One Yonge Condos - 11 Yonge Street, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Sky-Tower-One-Yonge-Condos-11-Yonge-Street/86526155.html,"$769,900 CAD",1 Bed,1 Bath,550 Sqft,Apartment
1872,"175 Norseman St, Toronto, Ontario",-79.521797,43.633355,/CA/Home-For-Sale/ON/Toronto/The-Queensway/175-Norseman-St/85243796.html,"$1,029,900 CAD",3 Beds,3 Baths,--,Residential
1873,"88 Queen Condos, Toronto, Ontario",-79.374653,43.65368,/CA/Condo-For-Sale/ON/Toronto/Garden-District/88-Queen-Condos/85826116.html,"$600,000 CAD",--,--,--,Condo
